"","config_id","replicate","layer","x","y","patch","landscape_config"
"5748...45748","3","1","0",47.5,42.5,NA,0.2
"5749...45749","3","1","0",48.5,42.5,NA,0.2
"5750...45750","3","1","0",49.5,42.5,NA,0.2
"5751...45751","3","1","0",50.5,42.5,NA,0.2
"5752...45752","3","1","0",51.5,42.5,NA,0.2
"5753...45753","3","1","0",52.5,42.5,NA,0.2
"5754...45754","3","1","0",53.5,42.5,NA,0.2
"5755...45755","3","1","0",54.5,42.5,NA,0.2
"5756...45756","3","1","0",55.5,42.5,NA,0.2
"5757...45757","3","1","1",56.5,42.5,120,0.2
"5758...45758","3","1","1",57.5,42.5,120,0.2
"5759...45759","3","1","1",58.5,42.5,120,0.2
"5760...45760","3","1","1",59.5,42.5,120,0.2
"5761...45761","3","1","0",60.5,42.5,NA,0.2
"5762...45762","3","1","0",61.5,42.5,NA,0.2
"5763...45763","3","1","0",62.5,42.5,NA,0.2
"5764...45764","3","1","0",63.5,42.5,NA,0.2
"5765...45765","3","1","0",64.5,42.5,NA,0.2
"5766...45766","3","1","0",65.5,42.5,NA,0.2
"5767...45767","3","1","0",66.5,42.5,NA,0.2
"5768...45768","3","1","0",67.5,42.5,NA,0.2
"5769...45769","3","1","0",68.5,42.5,NA,0.2
"5770...45770","3","1","0",69.5,42.5,NA,0.2
"5771...45771","3","1","0",70.5,42.5,NA,0.2
"5772...45772","3","1","0",71.5,42.5,NA,0.2
"5773...45773","3","1","0",72.5,42.5,NA,0.2
"5774...45774","3","1","0",73.5,42.5,NA,0.2
"5775...45775","3","1","0",74.5,42.5,NA,0.2
"5776...45776","3","1","0",75.5,42.5,NA,0.2
"5777...45777","3","1","0",76.5,42.5,NA,0.2
"5778...45778","3","1","0",77.5,42.5,NA,0.2
"5779...45779","3","1","0",78.5,42.5,NA,0.2
"5780...45780","3","1","0",79.5,42.5,NA,0.2
"5781...45781","3","1","1",80.5,42.5,122,0.2
"5782...45782","3","1","0",81.5,42.5,NA,0.2
"5783...45783","3","1","0",82.5,42.5,NA,0.2
"5784...45784","3","1","0",83.5,42.5,NA,0.2
"5785...45785","3","1","0",84.5,42.5,NA,0.2
"5786...45786","3","1","0",85.5,42.5,NA,0.2
"5787...45787","3","1","0",86.5,42.5,NA,0.2
"5788...45788","3","1","0",87.5,42.5,NA,0.2
"5789...45789","3","1","0",88.5,42.5,NA,0.2
"5790...45790","3","1","0",89.5,42.5,NA,0.2
"5791...45791","3","1","1",90.5,42.5,123,0.2
"5792...45792","3","1","0",91.5,42.5,NA,0.2
"5793...45793","3","1","0",92.5,42.5,NA,0.2
"5794...45794","3","1","0",93.5,42.5,NA,0.2
"5795...45795","3","1","1",94.5,42.5,124,0.2
"5796...45796","3","1","0",95.5,42.5,NA,0.2
"5797...45797","3","1","0",96.5,42.5,NA,0.2
"5798...45798","3","1","0",97.5,42.5,NA,0.2
"5799...45799","3","1","0",98.5,42.5,NA,0.2
"5800...45800","3","1","0",99.5,42.5,NA,0.2
"5801...45801","3","1","0",0.5,41.5,NA,0.2
"5802...45802","3","1","0",1.5,41.5,NA,0.2
"5803...45803","3","1","0",2.5,41.5,NA,0.2
"5804...45804","3","1","0",3.5,41.5,NA,0.2
"5805...45805","3","1","0",4.5,41.5,NA,0.2
"5806...45806","3","1","0",5.5,41.5,NA,0.2
"5807...45807","3","1","0",6.5,41.5,NA,0.2
"5808...45808","3","1","0",7.5,41.5,NA,0.2
"5809...45809","3","1","0",8.5,41.5,NA,0.2
"5810...45810","3","1","1",9.5,41.5,109,0.2
"5811...45811","3","1","1",10.5,41.5,109,0.2
"5812...45812","3","1","1",11.5,41.5,109,0.2
"5813...45813","3","1","1",12.5,41.5,109,0.2
"5814...45814","3","1","0",13.5,41.5,NA,0.2
"5815...45815","3","1","0",14.5,41.5,NA,0.2
"5816...45816","3","1","0",15.5,41.5,NA,0.2
"5817...45817","3","1","0",16.5,41.5,NA,0.2
"5818...45818","3","1","0",17.5,41.5,NA,0.2
"5819...45819","3","1","0",18.5,41.5,NA,0.2
"5820...45820","3","1","0",19.5,41.5,NA,0.2
"5821...45821","3","1","0",20.5,41.5,NA,0.2
"5822...45822","3","1","0",21.5,41.5,NA,0.2
"5823...45823","3","1","0",22.5,41.5,NA,0.2
"5824...45824","3","1","0",23.5,41.5,NA,0.2
"5825...45825","3","1","0",24.5,41.5,NA,0.2
"5826...45826","3","1","0",25.5,41.5,NA,0.2
"5827...45827","3","1","0",26.5,41.5,NA,0.2
"5828...45828","3","1","0",27.5,41.5,NA,0.2
"5829...45829","3","1","1",28.5,41.5,125,0.2
"5830...45830","3","1","1",29.5,41.5,125,0.2
"5831...45831","3","1","0",30.5,41.5,NA,0.2
"5832...45832","3","1","0",31.5,41.5,NA,0.2
"5833...45833","3","1","0",32.5,41.5,NA,0.2
"5834...45834","3","1","0",33.5,41.5,NA,0.2
"5835...45835","3","1","0",34.5,41.5,NA,0.2
"5836...45836","3","1","1",35.5,41.5,121,0.2
"5837...45837","3","1","1",36.5,41.5,121,0.2
"5838...45838","3","1","0",37.5,41.5,NA,0.2
"5839...45839","3","1","0",38.5,41.5,NA,0.2
"5840...45840","3","1","0",39.5,41.5,NA,0.2
"5841...45841","3","1","0",40.5,41.5,NA,0.2
"5842...45842","3","1","0",41.5,41.5,NA,0.2
"5843...45843","3","1","0",42.5,41.5,NA,0.2
"5844...45844","3","1","0",43.5,41.5,NA,0.2
"5845...45845","3","1","0",44.5,41.5,NA,0.2
"5846...45846","3","1","0",45.5,41.5,NA,0.2
"5847...45847","3","1","0",46.5,41.5,NA,0.2
"5848...45848","3","1","0",47.5,41.5,NA,0.2
"5849...45849","3","1","0",48.5,41.5,NA,0.2
"5850...45850","3","1","0",49.5,41.5,NA,0.2
"5851...45851","3","1","0",50.5,41.5,NA,0.2
"5852...45852","3","1","1",51.5,41.5,126,0.2
"5853...45853","3","1","0",52.5,41.5,NA,0.2
"5854...45854","3","1","0",53.5,41.5,NA,0.2
"5855...45855","3","1","0",54.5,41.5,NA,0.2
"5856...45856","3","1","0",55.5,41.5,NA,0.2
"5857...45857","3","1","0",56.5,41.5,NA,0.2
"5858...45858","3","1","1",57.5,41.5,120,0.2
"5859...45859","3","1","1",58.5,41.5,120,0.2
"5860...45860","3","1","0",59.5,41.5,NA,0.2
"5861...45861","3","1","0",60.5,41.5,NA,0.2
"5862...45862","3","1","0",61.5,41.5,NA,0.2
"5863...45863","3","1","0",62.5,41.5,NA,0.2
"5864...45864","3","1","0",63.5,41.5,NA,0.2
"5865...45865","3","1","0",64.5,41.5,NA,0.2
"5866...45866","3","1","0",65.5,41.5,NA,0.2
"5867...45867","3","1","0",66.5,41.5,NA,0.2
"5868...45868","3","1","0",67.5,41.5,NA,0.2
"5869...45869","3","1","1",68.5,41.5,127,0.2
"5870...45870","3","1","0",69.5,41.5,NA,0.2
"5871...45871","3","1","0",70.5,41.5,NA,0.2
"5872...45872","3","1","0",71.5,41.5,NA,0.2
"5873...45873","3","1","0",72.5,41.5,NA,0.2
"5874...45874","3","1","0",73.5,41.5,NA,0.2
"5875...45875","3","1","0",74.5,41.5,NA,0.2
"5876...45876","3","1","0",75.5,41.5,NA,0.2
"5877...45877","3","1","0",76.5,41.5,NA,0.2
"5878...45878","3","1","0",77.5,41.5,NA,0.2
"5879...45879","3","1","0",78.5,41.5,NA,0.2
"5880...45880","3","1","0",79.5,41.5,NA,0.2
"5881...45881","3","1","0",80.5,41.5,NA,0.2
"5882...45882","3","1","0",81.5,41.5,NA,0.2
"5883...45883","3","1","0",82.5,41.5,NA,0.2
"5884...45884","3","1","0",83.5,41.5,NA,0.2
"5885...45885","3","1","0",84.5,41.5,NA,0.2
"5886...45886","3","1","0",85.5,41.5,NA,0.2
"5887...45887","3","1","0",86.5,41.5,NA,0.2
"5888...45888","3","1","0",87.5,41.5,NA,0.2
"5889...45889","3","1","0",88.5,41.5,NA,0.2
"5890...45890","3","1","0",89.5,41.5,NA,0.2
"5891...45891","3","1","0",90.5,41.5,NA,0.2
"5892...45892","3","1","0",91.5,41.5,NA,0.2
"5893...45893","3","1","0",92.5,41.5,NA,0.2
"5894...45894","3","1","1",93.5,41.5,124,0.2
"5895...45895","3","1","1",94.5,41.5,124,0.2
"5896...45896","3","1","0",95.5,41.5,NA,0.2
"5897...45897","3","1","0",96.5,41.5,NA,0.2
"5898...45898","3","1","0",97.5,41.5,NA,0.2
"5899...45899","3","1","0",98.5,41.5,NA,0.2
"5900...45900","3","1","0",99.5,41.5,NA,0.2
"5901...45901","3","1","0",0.5,40.5,NA,0.2
"5902...45902","3","1","0",1.5,40.5,NA,0.2
"5903...45903","3","1","0",2.5,40.5,NA,0.2
"5904...45904","3","1","0",3.5,40.5,NA,0.2
"5905...45905","3","1","0",4.5,40.5,NA,0.2
"5906...45906","3","1","0",5.5,40.5,NA,0.2
"5907...45907","3","1","0",6.5,40.5,NA,0.2
"5908...45908","3","1","0",7.5,40.5,NA,0.2
"5909...45909","3","1","0",8.5,40.5,NA,0.2
"5910...45910","3","1","1",9.5,40.5,109,0.2
"5911...45911","3","1","1",10.5,40.5,109,0.2
"5912...45912","3","1","1",11.5,40.5,109,0.2
"5913...45913","3","1","1",12.5,40.5,109,0.2
"5914...45914","3","1","0",13.5,40.5,NA,0.2
"5915...45915","3","1","0",14.5,40.5,NA,0.2
"5916...45916","3","1","0",15.5,40.5,NA,0.2
"5917...45917","3","1","0",16.5,40.5,NA,0.2
"5918...45918","3","1","0",17.5,40.5,NA,0.2
"5919...45919","3","1","0",18.5,40.5,NA,0.2
"5920...45920","3","1","0",19.5,40.5,NA,0.2
"5921...45921","3","1","0",20.5,40.5,NA,0.2
"5922...45922","3","1","0",21.5,40.5,NA,0.2
"5923...45923","3","1","0",22.5,40.5,NA,0.2
"5924...45924","3","1","0",23.5,40.5,NA,0.2
"5925...45925","3","1","0",24.5,40.5,NA,0.2
"5926...45926","3","1","0",25.5,40.5,NA,0.2
"5927...45927","3","1","0",26.5,40.5,NA,0.2
"5928...45928","3","1","0",27.5,40.5,NA,0.2
"5929...45929","3","1","1",28.5,40.5,125,0.2
"5930...45930","3","1","1",29.5,40.5,125,0.2
"5931...45931","3","1","0",30.5,40.5,NA,0.2
"5932...45932","3","1","0",31.5,40.5,NA,0.2
"5933...45933","3","1","0",32.5,40.5,NA,0.2
"5934...45934","3","1","0",33.5,40.5,NA,0.2
"5935...45935","3","1","0",34.5,40.5,NA,0.2
"5936...45936","3","1","0",35.5,40.5,NA,0.2
"5937...45937","3","1","0",36.5,40.5,NA,0.2
"5938...45938","3","1","0",37.5,40.5,NA,0.2
"5939...45939","3","1","0",38.5,40.5,NA,0.2
"5940...45940","3","1","0",39.5,40.5,NA,0.2
"5941...45941","3","1","0",40.5,40.5,NA,0.2
"5942...45942","3","1","0",41.5,40.5,NA,0.2
"5943...45943","3","1","0",42.5,40.5,NA,0.2
"5944...45944","3","1","0",43.5,40.5,NA,0.2
"5945...45945","3","1","0",44.5,40.5,NA,0.2
"5946...45946","3","1","0",45.5,40.5,NA,0.2
"5947...45947","3","1","0",46.5,40.5,NA,0.2
"5948...45948","3","1","0",47.5,40.5,NA,0.2
"5949...45949","3","1","0",48.5,40.5,NA,0.2
"5950...45950","3","1","1",49.5,40.5,126,0.2
"5951...45951","3","1","1",50.5,40.5,126,0.2
"5952...45952","3","1","1",51.5,40.5,126,0.2
"5953...45953","3","1","0",52.5,40.5,NA,0.2
"5954...45954","3","1","0",53.5,40.5,NA,0.2
"5955...45955","3","1","0",54.5,40.5,NA,0.2
"5956...45956","3","1","0",55.5,40.5,NA,0.2
"5957...45957","3","1","0",56.5,40.5,NA,0.2
"5958...45958","3","1","0",57.5,40.5,NA,0.2
"5959...45959","3","1","1",58.5,40.5,120,0.2
"5960...45960","3","1","0",59.5,40.5,NA,0.2
"5961...45961","3","1","0",60.5,40.5,NA,0.2
"5962...45962","3","1","0",61.5,40.5,NA,0.2
"5963...45963","3","1","0",62.5,40.5,NA,0.2
"5964...45964","3","1","0",63.5,40.5,NA,0.2
"5965...45965","3","1","0",64.5,40.5,NA,0.2
"5966...45966","3","1","0",65.5,40.5,NA,0.2
"5967...45967","3","1","0",66.5,40.5,NA,0.2
"5968...45968","3","1","0",67.5,40.5,NA,0.2
"5969...45969","3","1","0",68.5,40.5,NA,0.2
"5970...45970","3","1","0",69.5,40.5,NA,0.2
"5971...45971","3","1","0",70.5,40.5,NA,0.2
"5972...45972","3","1","0",71.5,40.5,NA,0.2
"5973...45973","3","1","0",72.5,40.5,NA,0.2
"5974...45974","3","1","0",73.5,40.5,NA,0.2
"5975...45975","3","1","0",74.5,40.5,NA,0.2
"5976...45976","3","1","0",75.5,40.5,NA,0.2
"5977...45977","3","1","0",76.5,40.5,NA,0.2
"5978...45978","3","1","0",77.5,40.5,NA,0.2
"5979...45979","3","1","0",78.5,40.5,NA,0.2
"5980...45980","3","1","0",79.5,40.5,NA,0.2
"5981...45981","3","1","0",80.5,40.5,NA,0.2
"5982...45982","3","1","0",81.5,40.5,NA,0.2
"5983...45983","3","1","0",82.5,40.5,NA,0.2
"5984...45984","3","1","0",83.5,40.5,NA,0.2
"5985...45985","3","1","0",84.5,40.5,NA,0.2
"5986...45986","3","1","1",85.5,40.5,128,0.2
"5987...45987","3","1","1",86.5,40.5,128,0.2
"5988...45988","3","1","1",87.5,40.5,128,0.2
"5989...45989","3","1","0",88.5,40.5,NA,0.2
"5990...45990","3","1","0",89.5,40.5,NA,0.2
"5991...45991","3","1","0",90.5,40.5,NA,0.2
"5992...45992","3","1","0",91.5,40.5,NA,0.2
"5993...45993","3","1","0",92.5,40.5,NA,0.2
"5994...45994","3","1","1",93.5,40.5,124,0.2
"5995...45995","3","1","0",94.5,40.5,NA,0.2
"5996...45996","3","1","0",95.5,40.5,NA,0.2
"5997...45997","3","1","0",96.5,40.5,NA,0.2
"5998...45998","3","1","0",97.5,40.5,NA,0.2
"5999...45999","3","1","0",98.5,40.5,NA,0.2
"6000...46000","3","1","0",99.5,40.5,NA,0.2
"6001...46001","3","1","0",0.5,39.5,NA,0.2
"6002...46002","3","1","0",1.5,39.5,NA,0.2
"6003...46003","3","1","1",2.5,39.5,129,0.2
"6004...46004","3","1","1",3.5,39.5,129,0.2
"6005...46005","3","1","0",4.5,39.5,NA,0.2
"6006...46006","3","1","0",5.5,39.5,NA,0.2
"6007...46007","3","1","0",6.5,39.5,NA,0.2
"6008...46008","3","1","0",7.5,39.5,NA,0.2
"6009...46009","3","1","0",8.5,39.5,NA,0.2
"6010...46010","3","1","0",9.5,39.5,NA,0.2
"6011...46011","3","1","1",10.5,39.5,109,0.2
"6012...46012","3","1","1",11.5,39.5,109,0.2
"6013...46013","3","1","1",12.5,39.5,109,0.2
"6014...46014","3","1","0",13.5,39.5,NA,0.2
"6015...46015","3","1","0",14.5,39.5,NA,0.2
"6016...46016","3","1","0",15.5,39.5,NA,0.2
"6017...46017","3","1","0",16.5,39.5,NA,0.2
"6018...46018","3","1","0",17.5,39.5,NA,0.2
"6019...46019","3","1","0",18.5,39.5,NA,0.2
"6020...46020","3","1","0",19.5,39.5,NA,0.2
"6021...46021","3","1","0",20.5,39.5,NA,0.2
"6022...46022","3","1","0",21.5,39.5,NA,0.2
"6023...46023","3","1","0",22.5,39.5,NA,0.2
"6024...46024","3","1","0",23.5,39.5,NA,0.2
"6025...46025","3","1","0",24.5,39.5,NA,0.2
"6026...46026","3","1","0",25.5,39.5,NA,0.2
"6027...46027","3","1","0",26.5,39.5,NA,0.2
"6028...46028","3","1","0",27.5,39.5,NA,0.2
"6029...46029","3","1","0",28.5,39.5,NA,0.2
"6030...46030","3","1","0",29.5,39.5,NA,0.2
"6031...46031","3","1","0",30.5,39.5,NA,0.2
"6032...46032","3","1","0",31.5,39.5,NA,0.2
"6033...46033","3","1","0",32.5,39.5,NA,0.2
"6034...46034","3","1","0",33.5,39.5,NA,0.2
"6035...46035","3","1","0",34.5,39.5,NA,0.2
"6036...46036","3","1","0",35.5,39.5,NA,0.2
"6037...46037","3","1","0",36.5,39.5,NA,0.2
"6038...46038","3","1","0",37.5,39.5,NA,0.2
"6039...46039","3","1","0",38.5,39.5,NA,0.2
"6040...46040","3","1","0",39.5,39.5,NA,0.2
"6041...46041","3","1","0",40.5,39.5,NA,0.2
"6042...46042","3","1","0",41.5,39.5,NA,0.2
"6043...46043","3","1","1",42.5,39.5,130,0.2
"6044...46044","3","1","1",43.5,39.5,130,0.2
"6045...46045","3","1","1",44.5,39.5,130,0.2
"6046...46046","3","1","0",45.5,39.5,NA,0.2
"6047...46047","3","1","0",46.5,39.5,NA,0.2
"6048...46048","3","1","0",47.5,39.5,NA,0.2
"6049...46049","3","1","0",48.5,39.5,NA,0.2
"6050...46050","3","1","1",49.5,39.5,126,0.2
"6051...46051","3","1","1",50.5,39.5,126,0.2
"6052...46052","3","1","0",51.5,39.5,NA,0.2
"6053...46053","3","1","0",52.5,39.5,NA,0.2
"6054...46054","3","1","0",53.5,39.5,NA,0.2
"6055...46055","3","1","0",54.5,39.5,NA,0.2
"6056...46056","3","1","0",55.5,39.5,NA,0.2
"6057...46057","3","1","0",56.5,39.5,NA,0.2
"6058...46058","3","1","0",57.5,39.5,NA,0.2
"6059...46059","3","1","0",58.5,39.5,NA,0.2
"6060...46060","3","1","0",59.5,39.5,NA,0.2
"6061...46061","3","1","0",60.5,39.5,NA,0.2
"6062...46062","3","1","0",61.5,39.5,NA,0.2
"6063...46063","3","1","0",62.5,39.5,NA,0.2
"6064...46064","3","1","0",63.5,39.5,NA,0.2
"6065...46065","3","1","0",64.5,39.5,NA,0.2
"6066...46066","3","1","0",65.5,39.5,NA,0.2
"6067...46067","3","1","0",66.5,39.5,NA,0.2
"6068...46068","3","1","0",67.5,39.5,NA,0.2
"6069...46069","3","1","0",68.5,39.5,NA,0.2
"6070...46070","3","1","0",69.5,39.5,NA,0.2
"6071...46071","3","1","0",70.5,39.5,NA,0.2
"6072...46072","3","1","0",71.5,39.5,NA,0.2
"6073...46073","3","1","0",72.5,39.5,NA,0.2
"6074...46074","3","1","0",73.5,39.5,NA,0.2
"6075...46075","3","1","0",74.5,39.5,NA,0.2
"6076...46076","3","1","0",75.5,39.5,NA,0.2
"6077...46077","3","1","0",76.5,39.5,NA,0.2
"6078...46078","3","1","0",77.5,39.5,NA,0.2
"6079...46079","3","1","0",78.5,39.5,NA,0.2
"6080...46080","3","1","0",79.5,39.5,NA,0.2
"6081...46081","3","1","0",80.5,39.5,NA,0.2
"6082...46082","3","1","0",81.5,39.5,NA,0.2
"6083...46083","3","1","0",82.5,39.5,NA,0.2
"6084...46084","3","1","1",83.5,39.5,128,0.2
"6085...46085","3","1","1",84.5,39.5,128,0.2
"6086...46086","3","1","1",85.5,39.5,128,0.2
"6087...46087","3","1","1",86.5,39.5,128,0.2
"6088...46088","3","1","1",87.5,39.5,128,0.2
"6089...46089","3","1","0",88.5,39.5,NA,0.2
"6090...46090","3","1","0",89.5,39.5,NA,0.2
"6091...46091","3","1","0",90.5,39.5,NA,0.2
"6092...46092","3","1","0",91.5,39.5,NA,0.2
"6093...46093","3","1","0",92.5,39.5,NA,0.2
"6094...46094","3","1","0",93.5,39.5,NA,0.2
"6095...46095","3","1","0",94.5,39.5,NA,0.2
"6096...46096","3","1","0",95.5,39.5,NA,0.2
"6097...46097","3","1","0",96.5,39.5,NA,0.2
"6098...46098","3","1","0",97.5,39.5,NA,0.2
"6099...46099","3","1","0",98.5,39.5,NA,0.2
"6100...46100","3","1","0",99.5,39.5,NA,0.2
"6101...46101","3","1","0",0.5,38.5,NA,0.2
"6102...46102","3","1","1",1.5,38.5,129,0.2
"6103...46103","3","1","1",2.5,38.5,129,0.2
"6104...46104","3","1","1",3.5,38.5,129,0.2
"6105...46105","3","1","1",4.5,38.5,129,0.2
"6106...46106","3","1","0",5.5,38.5,NA,0.2
"6107...46107","3","1","0",6.5,38.5,NA,0.2
"6108...46108","3","1","0",7.5,38.5,NA,0.2
"6109...46109","3","1","1",8.5,38.5,129,0.2
"6110...46110","3","1","0",9.5,38.5,NA,0.2
"6111...46111","3","1","0",10.5,38.5,NA,0.2
"6112...46112","3","1","1",11.5,38.5,109,0.2
"6113...46113","3","1","1",12.5,38.5,109,0.2
"6114...46114","3","1","1",13.5,38.5,109,0.2
"6115...46115","3","1","1",14.5,38.5,109,0.2
"6116...46116","3","1","1",15.5,38.5,109,0.2
"6117...46117","3","1","0",16.5,38.5,NA,0.2
"6118...46118","3","1","0",17.5,38.5,NA,0.2
"6119...46119","3","1","0",18.5,38.5,NA,0.2
"6120...46120","3","1","0",19.5,38.5,NA,0.2
"6121...46121","3","1","0",20.5,38.5,NA,0.2
"6122...46122","3","1","0",21.5,38.5,NA,0.2
"6123...46123","3","1","0",22.5,38.5,NA,0.2
"6124...46124","3","1","0",23.5,38.5,NA,0.2
"6125...46125","3","1","1",24.5,38.5,131,0.2
"6126...46126","3","1","1",25.5,38.5,131,0.2
"6127...46127","3","1","0",26.5,38.5,NA,0.2
"6128...46128","3","1","0",27.5,38.5,NA,0.2
"6129...46129","3","1","0",28.5,38.5,NA,0.2
"6130...46130","3","1","0",29.5,38.5,NA,0.2
"6131...46131","3","1","0",30.5,38.5,NA,0.2
"6132...46132","3","1","1",31.5,38.5,132,0.2
"6133...46133","3","1","1",32.5,38.5,132,0.2
"6134...46134","3","1","0",33.5,38.5,NA,0.2
"6135...46135","3","1","0",34.5,38.5,NA,0.2
"6136...46136","3","1","0",35.5,38.5,NA,0.2
"6137...46137","3","1","0",36.5,38.5,NA,0.2
"6138...46138","3","1","0",37.5,38.5,NA,0.2
"6139...46139","3","1","0",38.5,38.5,NA,0.2
"6140...46140","3","1","0",39.5,38.5,NA,0.2
"6141...46141","3","1","0",40.5,38.5,NA,0.2
"6142...46142","3","1","0",41.5,38.5,NA,0.2
"6143...46143","3","1","1",42.5,38.5,130,0.2
"6144...46144","3","1","1",43.5,38.5,130,0.2
"6145...46145","3","1","0",44.5,38.5,NA,0.2
"6146...46146","3","1","0",45.5,38.5,NA,0.2
"6147...46147","3","1","0",46.5,38.5,NA,0.2
"6148...46148","3","1","0",47.5,38.5,NA,0.2
"6149...46149","3","1","0",48.5,38.5,NA,0.2
"6150...46150","3","1","0",49.5,38.5,NA,0.2
"6151...46151","3","1","0",50.5,38.5,NA,0.2
"6152...46152","3","1","0",51.5,38.5,NA,0.2
"6153...46153","3","1","0",52.5,38.5,NA,0.2
"6154...46154","3","1","0",53.5,38.5,NA,0.2
"6155...46155","3","1","0",54.5,38.5,NA,0.2
"6156...46156","3","1","0",55.5,38.5,NA,0.2
"6157...46157","3","1","0",56.5,38.5,NA,0.2
"6158...46158","3","1","0",57.5,38.5,NA,0.2
"6159...46159","3","1","0",58.5,38.5,NA,0.2
"6160...46160","3","1","0",59.5,38.5,NA,0.2
"6161...46161","3","1","0",60.5,38.5,NA,0.2
"6162...46162","3","1","0",61.5,38.5,NA,0.2
"6163...46163","3","1","0",62.5,38.5,NA,0.2
"6164...46164","3","1","0",63.5,38.5,NA,0.2
"6165...46165","3","1","0",64.5,38.5,NA,0.2
"6166...46166","3","1","0",65.5,38.5,NA,0.2
"6167...46167","3","1","0",66.5,38.5,NA,0.2
"6168...46168","3","1","0",67.5,38.5,NA,0.2
"6169...46169","3","1","0",68.5,38.5,NA,0.2
"6170...46170","3","1","0",69.5,38.5,NA,0.2
"6171...46171","3","1","0",70.5,38.5,NA,0.2
"6172...46172","3","1","0",71.5,38.5,NA,0.2
"6173...46173","3","1","0",72.5,38.5,NA,0.2
"6174...46174","3","1","0",73.5,38.5,NA,0.2
"6175...46175","3","1","0",74.5,38.5,NA,0.2
"6176...46176","3","1","0",75.5,38.5,NA,0.2
"6177...46177","3","1","0",76.5,38.5,NA,0.2
"6178...46178","3","1","0",77.5,38.5,NA,0.2
"6179...46179","3","1","0",78.5,38.5,NA,0.2
"6180...46180","3","1","0",79.5,38.5,NA,0.2
"6181...46181","3","1","0",80.5,38.5,NA,0.2
"6182...46182","3","1","0",81.5,38.5,NA,0.2
"6183...46183","3","1","1",82.5,38.5,128,0.2
"6184...46184","3","1","1",83.5,38.5,128,0.2
"6185...46185","3","1","1",84.5,38.5,128,0.2
"6186...46186","3","1","0",85.5,38.5,NA,0.2
"6187...46187","3","1","1",86.5,38.5,128,0.2
"6188...46188","3","1","0",87.5,38.5,NA,0.2
"6189...46189","3","1","0",88.5,38.5,NA,0.2
"6190...46190","3","1","0",89.5,38.5,NA,0.2
"6191...46191","3","1","0",90.5,38.5,NA,0.2
"6192...46192","3","1","1",91.5,38.5,133,0.2
"6193...46193","3","1","0",92.5,38.5,NA,0.2
"6194...46194","3","1","1",93.5,38.5,134,0.2
"6195...46195","3","1","1",94.5,38.5,134,0.2
"6196...46196","3","1","1",95.5,38.5,134,0.2
"6197...46197","3","1","0",96.5,38.5,NA,0.2
"6198...46198","3","1","0",97.5,38.5,NA,0.2
"6199...46199","3","1","0",98.5,38.5,NA,0.2
"6200...46200","3","1","0",99.5,38.5,NA,0.2
"6201...46201","3","1","0",0.5,37.5,NA,0.2
"6202...46202","3","1","1",1.5,37.5,129,0.2
"6203...46203","3","1","1",2.5,37.5,129,0.2
"6204...46204","3","1","1",3.5,37.5,129,0.2
"6205...46205","3","1","1",4.5,37.5,129,0.2
"6206...46206","3","1","1",5.5,37.5,129,0.2
"6207...46207","3","1","1",6.5,37.5,129,0.2
"6208...46208","3","1","1",7.5,37.5,129,0.2
"6209...46209","3","1","1",8.5,37.5,129,0.2
"6210...46210","3","1","0",9.5,37.5,NA,0.2
"6211...46211","3","1","0",10.5,37.5,NA,0.2
"6212...46212","3","1","1",11.5,37.5,109,0.2
"6213...46213","3","1","1",12.5,37.5,109,0.2
"6214...46214","3","1","1",13.5,37.5,109,0.2
"6215...46215","3","1","0",14.5,37.5,NA,0.2
"6216...46216","3","1","0",15.5,37.5,NA,0.2
"6217...46217","3","1","1",16.5,37.5,109,0.2
"6218...46218","3","1","0",17.5,37.5,NA,0.2
"6219...46219","3","1","0",18.5,37.5,NA,0.2
"6220...46220","3","1","0",19.5,37.5,NA,0.2
"6221...46221","3","1","0",20.5,37.5,NA,0.2
"6222...46222","3","1","0",21.5,37.5,NA,0.2
"6223...46223","3","1","0",22.5,37.5,NA,0.2
"6224...46224","3","1","0",23.5,37.5,NA,0.2
"6225...46225","3","1","0",24.5,37.5,NA,0.2
"6226...46226","3","1","0",25.5,37.5,NA,0.2
"6227...46227","3","1","0",26.5,37.5,NA,0.2
"6228...46228","3","1","1",27.5,37.5,132,0.2
"6229...46229","3","1","0",28.5,37.5,NA,0.2
"6230...46230","3","1","0",29.5,37.5,NA,0.2
"6231...46231","3","1","1",30.5,37.5,132,0.2
"6232...46232","3","1","1",31.5,37.5,132,0.2
"6233...46233","3","1","1",32.5,37.5,132,0.2
"6234...46234","3","1","0",33.5,37.5,NA,0.2
"6235...46235","3","1","0",34.5,37.5,NA,0.2
"6236...46236","3","1","0",35.5,37.5,NA,0.2
"6237...46237","3","1","0",36.5,37.5,NA,0.2
"6238...46238","3","1","0",37.5,37.5,NA,0.2
"6239...46239","3","1","0",38.5,37.5,NA,0.2
"6240...46240","3","1","0",39.5,37.5,NA,0.2
"6241...46241","3","1","0",40.5,37.5,NA,0.2
"6242...46242","3","1","0",41.5,37.5,NA,0.2
"6243...46243","3","1","0",42.5,37.5,NA,0.2
"6244...46244","3","1","1",43.5,37.5,130,0.2
"6245...46245","3","1","0",44.5,37.5,NA,0.2
"6246...46246","3","1","0",45.5,37.5,NA,0.2
"6247...46247","3","1","0",46.5,37.5,NA,0.2
"6248...46248","3","1","0",47.5,37.5,NA,0.2
"6249...46249","3","1","0",48.5,37.5,NA,0.2
